DA_losses,DB_losses,D_losses,G_losses,gA_d_losses_synthetic,gA_losses_reconstructed,gB_d_losses_synthetic,gB_losses_reconstructed,reconstruction_losses
3.213375e-05,1.3926444e-06,3.3526394e-05,"[3.564561, 0.11165631, 0.045437623, 0.99479413, 0.99882734]",0.11165631,0.99479413,0.045437623,0.99882734,1.9936215
3.574572e-05,1.0745273e-06,3.682025e-05,"[2.9226637, 0.056710735, 0.035976466, 0.99689287, 0.99889886]",0.056710735,0.99689287,0.035976466,0.99889886,1.9957917
1.9899617e-05,1.1360328e-06,2.103565e-05,"[2.897264, 0.049836114, 0.04011948, 0.9986299, 0.9990781]",0.049836114,0.9986299,0.04011948,0.9990781,1.9977081
3.3066128e-05,1.5245215e-06,3.459065e-05,"[2.9910276, 0.07021829, 0.029319048, 0.9967209, 0.9989334]",0.07021829,0.9967209,0.029319048,0.9989334,1.9956543
4.662515e-05,7.459476e-07,4.73711e-05,"[3.0560794, 0.060378786, 0.046013672, 0.99296415, 0.99919075]",0.060378786,0.99296415,0.046013672,0.99919075,1.9921548
0.0017614863,1.2881485e-06,0.0017627744,"[2.8143442, 0.049592912, 0.03215563, 0.9976244, 0.99923426]",0.049592912,0.9976244,0.03215563,0.99923426,1.9968586
3.0760297e-05,1.480772e-06,3.224107e-05,"[2.7715294, 0.04674216, 0.03069617, 0.9981171, 0.99902904]",0.04674216,0.9981171,0.03069617,0.99902904,1.9971461
1.1475177e-05,8.007414e-07,1.2275919e-05,"[3.2576354, 0.08466822, 0.041327264, 0.9984026, 0.9992778]",0.08466822,0.9984026,0.041327264,0.9992778,1.9976804
2.483529e-05,6.349999e-07,2.547029e-05,"[3.1142201, 0.07437085, 0.037511077, 0.99623233, 0.99916875]",0.07437085,0.99623233,0.037511077,0.99916875,1.9954011
0.00020624918,1.4106789e-06,0.00020765986,"[3.3237817, 0.09139828, 0.042758375, 0.9833001, 0.9989152]",0.09139828,0.9833001,0.042758375,0.9989152,1.9822153
2.7947319e-05,7.268385e-07,2.8674158e-05,"[3.025278, 0.064197935, 0.039064348, 0.9933561, 0.9992991]",0.064197935,0.9933561,0.039064348,0.9992991,1.9926553
0.00027469234,1.6689994e-06,0.00027636133,"[3.1182961, 0.07875228, 0.03554408, 0.97628385, 0.99904877]",0.07875228,0.97628385,0.03554408,0.99904877,1.9753326
4.7960944e-05,8.7672214e-07,4.8837668e-05,"[3.2638943, 0.0722238, 0.055180293, 0.99070084, 0.99915236]",0.0722238,0.99070084,0.055180293,0.99915236,1.9898531
0.00029800335,8.9233146e-07,0.00029889567,"[2.908806, 0.04545034, 0.047359478, 0.98160857, 0.9990992]",0.04545034,0.98160857,0.047359478,0.9990992,1.9807078
8.731154e-05,1.5757009e-06,8.8887246e-05,"[3.0128987, 0.06660735, 0.035709318, 0.99082, 0.99891216]",0.06660735,0.99082,0.035709318,0.99891216,1.9897321
7.832553e-05,1.4094836e-06,7.9735015e-05,"[2.876514, 0.055687863, 0.032851644, 0.99234027, 0.99877846]",0.055687863,0.99234027,0.032851644,0.99877846,1.9911187
3.745591e-05,6.9077413e-07,3.8146685e-05,"[2.7759154, 0.043926835, 0.03438501, 0.99366236, 0.9991346]",0.043926835,0.99366236,0.03438501,0.9991346,1.9927969
0.0006795857,9.316739e-07,0.00068051735,"[3.1948204, 0.08060578, 0.040120292, 0.98836887, 0.99919087]",0.08060578,0.98836887,0.040120292,0.99919087,1.9875598
0.0005438515,1.8903227e-06,0.0005457418,"[2.6331935, 0.04369126, 0.0218585, 0.978628, 0.99906784]",0.04369126,0.978628,0.0218585,0.99906784,1.9776958
5.140953e-05,2.2495133e-06,5.3659045e-05,"[2.8367581, 0.058928292, 0.025697155, 0.99142766, 0.99907595]",0.058928292,0.99142766,0.025697155,0.99907595,1.9905035
0.0022233645,1.4745956e-06,0.002224839,"[3.0132794, 0.06868563, 0.0354454, 0.9728552, 0.99911404]",0.06868563,0.9728552,0.0354454,0.99911404,1.9719692
4.511421e-05,1.8841408e-06,4.6998353e-05,"[3.2955997, 0.086418845, 0.04396187, 0.9927657, 0.9990268]",0.086418845,0.9927657,0.04396187,0.9990268,1.9917924
0.0002508016,1.9909617e-06,0.00025279255,"[2.6008742, 0.039117273, 0.022889106, 0.9816955, 0.999115]",0.039117273,0.9816955,0.022889106,0.999115,1.9808104
0.0011107888,1.0222152e-06,0.001111811,"[2.9107943, 0.056066144, 0.036342386, 0.9877479, 0.99896085]",0.056066144,0.9877479,0.036342386,0.99896085,1.9867088
0.00024197037,8.722924e-07,0.00024284265,"[2.8481832, 0.055390436, 0.02986545, 0.9963154, 0.9993088]",0.055390436,0.9963154,0.02986545,0.9993088,1.9956243
0.00010607146,1.3540865e-06,0.00010742554,"[2.9383068, 0.055395823, 0.039363682, 0.9917703, 0.9989413]",0.055395823,0.9917703,0.039363682,0.9989413,1.9907117
8.620255e-05,1.5560059e-06,8.7758555e-05,"[2.9164212, 0.045917924, 0.047021654, 0.987901, 0.9991244]",0.045917924,0.987901,0.047021654,0.9991244,1.9870254
6.3863925e-05,7.737385e-07,6.4637665e-05,"[3.0661416, 0.06549207, 0.041856077, 0.9935421, 0.99911815]",0.06549207,0.9935421,0.041856077,0.99911815,1.9926603
2.0754567e-05,2.0407547e-06,2.2795322e-05,"[2.8029103, 0.05617662, 0.02457875, 0.9962152, 0.9991415]",0.05617662,0.9962152,0.02457875,0.9991415,1.9953568
7.952293e-05,8.737928e-07,8.039672e-05,"[3.160966, 0.081763685, 0.035582986, 0.98844206, 0.9990574]",0.081763685,0.98844206,0.035582986,0.9990574,1.9874995
4.3818836e-05,2.2508507e-06,4.6069687e-05,"[2.7130692, 0.047903243, 0.02421282, 0.99288934, 0.99901915]",0.047903243,0.99288934,0.02421282,0.99901915,1.9919086
0.0037193827,7.525083e-07,0.0037201352,"[3.1521692, 0.08159477, 0.036503837, 0.9721465, 0.99903667]",0.08159477,0.9721465,0.036503837,0.99903667,1.9711832
0.00010017663,1.2330573e-06,0.000101409685,"[2.8347602, 0.044790644, 0.038965438, 0.9981888, 0.99901056]",0.044790644,0.9981888,0.038965438,0.99901056,1.9971993
0.0024262313,8.0747736e-07,0.0024270387,"[2.7561738, 0.04300983, 0.035963748, 0.967543, 0.998895]",0.04300983,0.967543,0.035963748,0.998895,1.966438
0.0009605385,2.5077024e-06,0.0009630462,"[2.6890972, 0.049293727, 0.020984167, 0.98743546, 0.9988827]",0.049293727,0.98743546,0.020984167,0.9988827,1.9863181
7.263989e-05,9.601056e-07,7.359999e-05,"[2.9822304, 0.05050979, 0.04855004, 0.99252784, 0.9991042]",0.05050979,0.99252784,0.04855004,0.9991042,1.991632
0.000805253,5.882673e-07,0.00080584123,"[2.8850727, 0.054817457, 0.034038275, 0.9973761, 0.99913925]",0.054817457,0.9973761,0.034038275,0.99913925,1.9965153
0.00037142387,1.0289731e-06,0.00037245284,"[2.743493, 0.036859155, 0.037646398, 0.99929994, 0.9991375]",0.036859155,0.99929994,0.037646398,0.9991375,1.9984374
0.00029076217,1.4970656e-06,0.00029225924,"[2.7999434, 0.052501846, 0.028258285, 0.993326, 0.9990161]",0.052501846,0.993326,0.028258285,0.9990161,1.9923421
6.2162144e-05,1.0951503e-06,6.325729e-05,"[2.788268, 0.042524442, 0.036935117, 0.99447817, 0.99919426]",0.042524442,0.99447817,0.036935117,0.99919426,1.9936724
0.00013868316,1.1774682e-06,0.00013986063,"[2.7448907, 0.037687127, 0.038250178, 0.9864097, 0.99910796]",0.037687127,0.9864097,0.038250178,0.99910796,1.9855177
0.0013320607,1.09991e-06,0.0013331606,"[3.2475364, 0.08095514, 0.04707091, 0.9682722, 0.9990037]",0.08095514,0.9682722,0.04707091,0.9990037,1.9672759
8.7542154e-05,8.958059e-07,8.843796e-05,"[2.980586, 0.06669522, 0.032274753, 0.9918005, 0.99908584]",0.06669522,0.9918005,0.032274753,0.99908584,1.9908863
2.5840223e-05,8.2821987e-07,2.6668444e-05,"[3.1356006, 0.071090885, 0.04271322, 0.9983573, 0.9992024]",0.071090885,0.9983573,0.04271322,0.9992024,1.9975597
0.00013455455,1.0821335e-06,0.00013563668,"[2.8742986, 0.056449383, 0.032352183, 0.9873485, 0.9989344]",0.056449383,0.9873485,0.032352183,0.9989344,1.9862828
0.00029535918,2.287184e-06,0.00029764636,"[3.0118454, 0.06030929, 0.04248771, 0.98509026, 0.99878496]",0.06030929,0.98509026,0.04248771,0.99878496,1.9838753
0.00018786473,9.537171e-07,0.00018881845,"[3.1879525, 0.0830357, 0.03697259, 0.98866093, 0.99920857]",0.0830357,0.98866093,0.03697259,0.99920857,1.9878695
2.9713501e-05,9.598502e-07,3.0673353e-05,"[2.970649, 0.056135785, 0.041606937, 0.9940928, 0.99912894]",0.056135785,0.9940928,0.041606937,0.99912894,1.9932218
0.00012622919,1.4411614e-06,0.00012767036,"[3.0868278, 0.07206423, 0.036972653, 0.99762744, 0.9988316]",0.07206423,0.99762744,0.036972653,0.9988316,1.996459
3.5598874e-05,2.301146e-06,3.790002e-05,"[2.8377764, 0.048731778, 0.035779417, 0.99372214, 0.9989423]",0.048731778,0.99372214,0.035779417,0.9989423,1.9926645
0.0007786498,1.2077215e-06,0.0007798575,"[2.8043475, 0.048838872, 0.03322952, 0.984537, 0.99912673]",0.048838872,0.984537,0.03322952,0.99912673,1.9836638
8.2568695e-05,1.069593e-06,8.363829e-05,"[3.0676756, 0.06503927, 0.042901605, 0.9893527, 0.9989141]",0.06503927,0.9893527,0.042901605,0.9989141,1.9882668
0.00023207092,6.1088696e-07,0.0002326818,"[2.7028666, 0.03956219, 0.032849442, 0.9796449, 0.99910533]",0.03956219,0.9796449,0.032849442,0.99910533,1.9787502
0.0003265484,1.5365366e-06,0.00032808495,"[2.883961, 0.049833063, 0.039769817, 0.988971, 0.9989612]",0.049833063,0.988971,0.039769817,0.9989612,1.9879322
0.0004104747,1.0854494e-06,0.00041156015,"[3.045442, 0.07598237, 0.029059784, 0.9959184, 0.99910223]",0.07598237,0.9959184,0.029059784,0.99910223,1.9950206
0.00015334645,1.2876546e-06,0.00015463411,"[2.936495, 0.055835843, 0.039010037, 0.98911554, 0.9989207]",0.055835843,0.98911554,0.039010037,0.9989207,1.9880362
0.00020489203,1.1864595e-06,0.00020607849,"[2.6184392, 0.03667033, 0.025931045, 0.9932271, 0.9991983]",0.03667033,0.9932271,0.025931045,0.9991983,1.9924254
4.5580862e-05,1.147708e-06,4.672857e-05,"[3.3620026, 0.09112231, 0.045777023, 0.99410033, 0.998909]",0.09112231,0.99410033,0.045777023,0.998909,1.9930093
7.980697e-05,1.5134306e-06,8.1320395e-05,"[3.05476, 0.06269968, 0.04408289, 0.9876839, 0.9992503]",0.06269968,0.9876839,0.04408289,0.9992503,1.9869342
4.596549e-05,1.0769168e-06,4.704241e-05,"[3.3558714, 0.09062523, 0.045451384, 0.99626553, 0.9988397]",0.09062523,0.99626553,0.045451384,0.9988397,1.9951053
0.00046077755,9.686182e-07,0.00046174615,"[2.7064366, 0.04049624, 0.032581758, 0.9765112, 0.9991454]",0.04049624,0.9765112,0.032581758,0.9991454,1.9756565
0.0003480026,1.112177e-06,0.00034911477,"[2.851081, 0.053421527, 0.033894744, 0.9787688, 0.9991494]",0.053421527,0.9787688,0.033894744,0.9991494,1.9779181
2.0389489e-05,9.739997e-07,2.1363488e-05,"[2.867321, 0.049202178, 0.038102876, 0.9950936, 0.999177]",0.049202178,0.9950936,0.038102876,0.999177,1.9942706
0.00019798415,1.4974399e-06,0.00019948158,"[3.089658, 0.07111664, 0.03870699, 0.99252343, 0.99889827]",0.07111664,0.99252343,0.03870699,0.99889827,1.9914217
0.00024343074,1.955146e-06,0.0002453859,"[3.0471117, 0.07645432, 0.030074889, 0.98307717, 0.9987424]",0.07645432,0.98307717,0.030074889,0.9987424,1.9818196
0.00085231144,1.1361815e-06,0.0008534476,"[3.2271812, 0.06961346, 0.0569008, 0.9631092, 0.9989295]",0.06961346,0.9631092,0.0569008,0.9989295,1.9620388
0.00010965964,1.1676232e-06,0.00011082726,"[2.8443952, 0.055728626, 0.029928712, 0.98881304, 0.99900866]",0.055728626,0.98881304,0.029928712,0.99900866,1.9878217
0.00014164961,2.2857862e-06,0.0001439354,"[2.940352, 0.049789134, 0.04598987, 0.9838743, 0.9986875]",0.049789134,0.9838743,0.04598987,0.9986875,1.9825618
9.924202e-05,2.137535e-06,0.000101379555,"[3.2541728, 0.090063296, 0.036724124, 0.9877508, 0.9985479]",0.090063296,0.9877508,0.036724124,0.9985479,1.9862988
0.00027786577,1.0176432e-06,0.0002788834,"[3.015554, 0.05991823, 0.041970816, 0.99756545, 0.9990981]",0.05991823,0.99756545,0.041970816,0.9990981,1.9966636
2.5626261e-05,1.103441e-06,2.6729702e-05,"[3.1743124, 0.07568731, 0.042048592, 0.99801785, 0.9989355]",0.07568731,0.99801785,0.042048592,0.9989355,1.9969534
4.1653737e-05,1.1232505e-06,4.277699e-05,"[2.8556492, 0.047797266, 0.038086098, 0.99771684, 0.99909884]",0.047797266,0.99771684,0.038086098,0.99909884,1.9968157
0.00047830172,8.8555225e-07,0.00047918726,"[2.8379483, 0.046489377, 0.039276335, 0.98129976, 0.9989914]",0.046489377,0.98129976,0.039276335,0.9989914,1.9802911
4.637109e-05,9.599693e-07,4.7331057e-05,"[2.8048549, 0.04419673, 0.036886092, 0.9949697, 0.99905694]",0.04419673,0.9949697,0.036886092,0.99905694,1.9940267
2.4828454e-05,2.1032054e-06,2.6931659e-05,"[3.0374296, 0.06851599, 0.03570768, 0.99610984, 0.999083]",0.06851599,0.99610984,0.03570768,0.999083,1.9951928
5.687915e-06,2.3004588e-06,7.988374e-06,"[3.1560457, 0.07728154, 0.038589854, 0.99878216, 0.9985495]",0.07728154,0.99878216,0.038589854,0.9985495,1.9973316
0.0003501541,1.1662037e-06,0.00035132028,"[2.847622, 0.047905285, 0.0371249, 0.9982801, 0.9990399]",0.047905285,0.9982801,0.0371249,0.9990399,1.9973199
0.00031588168,1.8327745e-06,0.00031771447,"[3.164793, 0.076706976, 0.04209393, 0.9777016, 0.99908245]",0.076706976,0.9777016,0.04209393,0.99908245,1.976784
0.0005849536,1.827708e-06,0.0005867813,"[2.7988021, 0.04004495, 0.04220577, 0.97730494, 0.9989901]",0.04004495,0.97730494,0.04220577,0.9989901,1.976295
0.00037733925,1.4252344e-06,0.0003787645,"[3.0151331, 0.06748717, 0.034944326, 0.9917642, 0.99905396]",0.06748717,0.9917642,0.034944326,0.99905396,1.9908181
0.000101548925,8.0385655e-07,0.00010235278,"[3.0812998, 0.07099359, 0.038211364, 0.99021727, 0.999033]",0.07099359,0.99021727,0.038211364,0.999033,1.9892502
0.00022434478,1.7189564e-06,0.00022606374,"[3.0842195, 0.0801809, 0.029942593, 0.98406035, 0.9989242]",0.0801809,0.98406035,0.029942593,0.9989242,1.9829845
0.0006449747,2.1129854e-06,0.0006470877,"[2.6668193, 0.047593128, 0.021692201, 0.97504824, 0.9989178]",0.047593128,0.97504824,0.021692201,0.9989178,1.9739661
0.00014473821,2.1360115e-06,0.00014687423,"[2.8310661, 0.06011295, 0.024368072, 0.98726916, 0.9989867]",0.06011295,0.98726916,0.024368072,0.9989867,1.9862559
0.00012116265,3.1355728e-06,0.00012429823,"[3.0372798, 0.0699014, 0.034311336, 0.9964962, 0.9986562]",0.0699014,0.9964962,0.034311336,0.9986562,1.9951525
0.001265631,1.8667083e-06,0.0012674978,"[2.9575973, 0.06420738, 0.03371538, 0.97958267, 0.9987871]",0.06420738,0.97958267,0.03371538,0.9987871,1.9783697
0.00035200664,2.5751501e-06,0.00035458177,"[2.8899546, 0.055495244, 0.034360193, 0.99263954, 0.9987608]",0.055495244,0.99263954,0.034360193,0.9987608,1.9914004
0.00035589922,1.332776e-06,0.000357232,"[2.991806, 0.07192766, 0.029090084, 0.98248625, 0.99914247]",0.07192766,0.98248625,0.029090084,0.99914247,1.9816287
5.1469746e-05,8.423339e-07,5.231208e-05,"[3.1876478, 0.072328515, 0.04698356, 0.99564564, 0.99888134]",0.072328515,0.99564564,0.04698356,0.99888134,1.994527
0.00011046552,1.095278e-06,0.000111560796,"[2.8544064, 0.048406135, 0.038092256, 0.99040806, 0.99901426]",0.048406135,0.99040806,0.038092256,0.99901426,1.9894223
0.00016142492,6.206478e-07,0.00016204557,"[2.9519134, 0.051739324, 0.0448427, 0.9868763, 0.9992167]",0.051739324,0.9868763,0.0448427,0.9992167,1.986093
3.0379986e-05,1.2209164e-06,3.1600903e-05,"[2.8027427, 0.050198372, 0.030450447, 0.9972835, 0.998971]",0.050198372,0.9972835,0.030450447,0.998971,1.9962544
0.00024256387,2.0082746e-06,0.00024457215,"[3.2736773, 0.08644748, 0.043276608, 0.9774415, 0.99899507]",0.08644748,0.9774415,0.043276608,0.99899507,1.9764366
0.00056421425,1.3736189e-06,0.0005655879,"[3.0055184, 0.07005259, 0.03311721, 0.97475004, 0.99907035]",0.07005259,0.97475004,0.03311721,0.99907035,1.9738204
9.254217e-05,8.743121e-07,9.3416485e-05,"[2.9387789, 0.049468074, 0.04513501, 0.9936846, 0.9990635]",0.049468074,0.9936846,0.04513501,0.9990635,1.992748
0.003778468,1.4005486e-06,0.0037798684,"[2.8547273, 0.05892216, 0.028767606, 0.9788335, 0.998996]",0.05892216,0.9788335,0.028767606,0.998996,1.9778295
0.0046242895,1.1336468e-06,0.004625423,"[2.8274767, 0.04402705, 0.03971903, 0.99088436, 0.9991317]",0.04402705,0.99088436,0.03971903,0.9991317,1.990016
0.00040876947,1.4069406e-06,0.0004101764,"[2.7201235, 0.044672176, 0.030025898, 0.9739934, 0.9991494]",0.044672176,0.9739934,0.030025898,0.9991494,1.9731429
0.0004624161,1.199011e-06,0.0004636151,"[2.6756856, 0.03291138, 0.036659434, 0.9809158, 0.9990618]",0.03291138,0.9809158,0.036659434,0.9990618,1.9799776
0.00031327314,1.5001043e-06,0.00031477324,"[2.8915827, 0.055587977, 0.035573635, 0.9811712, 0.9987955]",0.055587977,0.9811712,0.035573635,0.9987955,1.9799666
0.0058027976,1.717837e-06,0.0058045154,"[2.8065147, 0.041569892, 0.04134428, 0.9783406, 0.9990325]",0.041569892,0.9783406,0.04134428,0.9990325,1.9773731
0.001273979,1.7071029e-06,0.0012756861,"[2.8094373, 0.045146946, 0.03614961, 0.9975874, 0.99888444]",0.045146946,0.9975874,0.03614961,0.99888444,1.9964719
0.00014767282,1.5057554e-06,0.00014917858,"[2.8070848, 0.049953986, 0.03120812, 0.99649894, 0.9989647]",0.049953986,0.99649894,0.03120812,0.9989647,1.9954636
0.0001409883,6.651593e-07,0.00014165345,"[2.7701662, 0.042122513, 0.03511263, 0.99866784, 0.9991469]",0.042122513,0.99866784,0.03511263,0.9991469,1.9978147
0.00013713763,7.323197e-07,0.00013786995,"[2.7670794, 0.035906985, 0.041513745, 0.99371, 0.9991623]",0.035906985,0.99371,0.041513745,0.9991623,1.9928722
0.002287881,1.7937933e-06,0.0022896747,"[2.5506513, 0.03760088, 0.020736706, 0.9681928, 0.99908274]",0.03760088,0.9681928,0.020736706,0.99908274,1.9672756
0.00167795,9.543078e-07,0.0016789043,"[2.9741747, 0.069391906, 0.031203577, 0.96917355, 0.99904627]",0.069391906,0.96917355,0.031203577,0.99904627,1.9682198
0.00030576278,1.6496867e-06,0.00030741247,"[3.1238437, 0.08058652, 0.032056972, 0.9986485, 0.99876034]",0.08058652,0.9986485,0.032056972,0.99876034,1.9974089
4.7830694e-05,1.4177369e-06,4.9248432e-05,"[3.110543, 0.07075763, 0.04048976, 0.9989243, 0.9991448]",0.07075763,0.9989243,0.04048976,0.9991448,1.998069
0.0022961774,7.7354855e-07,0.002296951,"[2.9827332, 0.059335276, 0.039670814, 0.99360734, 0.99906504]",0.059335276,0.99360734,0.039670814,0.99906504,1.9926724
0.00013502486,1.732936e-06,0.0001367578,"[2.813592, 0.04211974, 0.040656712, 0.98688316, 0.9989444]",0.04211974,0.98688316,0.040656712,0.9989444,1.9858276
0.0001549086,7.275223e-07,0.00015563612,"[3.2144108, 0.07316074, 0.050080705, 0.9827507, 0.99924564]",0.07316074,0.9827507,0.050080705,0.99924564,1.9819963
1.2610929e-05,1.058753e-06,1.3669682e-05,"[2.8576894, 0.04991563, 0.036188338, 0.99757564, 0.9990741]",0.04991563,0.99757564,0.036188338,0.9990741,1.9966497
4.4638367e-05,1.3261541e-06,4.596452e-05,"[2.9447083, 0.05168988, 0.04360372, 0.99288076, 0.9988916]",0.05168988,0.99288076,0.04360372,0.9988916,1.9917724
9.712725e-05,8.601172e-07,9.798737e-05,"[2.867435, 0.04568105, 0.041287635, 0.9985035, 0.9992448]",0.04568105,0.9985035,0.041287635,0.9992448,1.9977484
0.00044489893,1.414774e-06,0.0004463137,"[2.9925494, 0.069126494, 0.0322603, 0.9794198, 0.9992615]",0.069126494,0.9794198,0.0322603,0.9992615,1.9786813
0.00010661065,5.3744554e-07,0.000107148095,"[3.2250948, 0.07818751, 0.045388687, 0.9900073, 0.99932563]",0.07818751,0.9900073,0.045388687,0.99932563,1.9893329
0.00012912507,8.1842086e-07,0.00012994348,"[2.9728823, 0.06474799, 0.032848075, 0.9979217, 0.999]",0.06474799,0.9979217,0.032848075,0.999,1.9969218
8.932793e-06,7.3107867e-07,9.663872e-06,"[3.1074896, 0.06556419, 0.04547907, 0.9977952, 0.99926186]",0.06556419,0.9977952,0.04547907,0.99926186,1.9970571
4.768353e-05,1.0919699e-06,4.87755e-05,"[2.8672695, 0.05411787, 0.033555757, 0.991297, 0.9992361]",0.05411787,0.991297,0.033555757,0.9992361,1.9905331
6.7603905e-06,1.8946594e-06,8.65505e-06,"[3.0427725, 0.07007418, 0.034480248, 0.9981532, 0.99907523]",0.07007418,0.9981532,0.034480248,0.99907523,1.9972284
0.00020276582,5.6974034e-07,0.00020333556,"[2.841395, 0.04973817, 0.03622754, 0.9825498, 0.999188]",0.04973817,0.9825498,0.03622754,0.999188,1.9817379
3.7448033e-05,5.8686726e-07,3.80349e-05,"[2.8828654, 0.045331806, 0.04379819, 0.9923356, 0.99923]",0.045331806,0.9923356,0.04379819,0.99923,1.9915657
0.00012820888,1.2097839e-06,0.00012941867,"[2.7805703, 0.04585774, 0.032670256, 0.996132, 0.9991584]",0.04585774,0.996132,0.032670256,0.9991584,1.9952904
4.9375234e-05,1.4866683e-06,5.08619e-05,"[2.672876, 0.046682816, 0.021483606, 0.99203813, 0.9991735]",0.046682816,0.99203813,0.021483606,0.9991735,1.9912117
4.2334184e-05,1.1655861e-06,4.349977e-05,"[2.7569985, 0.03981414, 0.03670007, 0.9926681, 0.9991884]",0.03981414,0.9926681,0.03670007,0.9991884,1.9918566
0.0005877064,1.2768817e-06,0.0005889833,"[2.9763956, 0.06639942, 0.03505388, 0.96277523, 0.99908733]",0.06639942,0.96277523,0.03505388,0.99908733,1.9618626
2.0930998e-05,1.036555e-06,2.1967553e-05,"[2.85218, 0.048561994, 0.037223738, 0.99522054, 0.99910206]",0.048561994,0.99522054,0.037223738,0.99910206,1.9943225
1.4890137e-05,1.18656e-06,1.6076698e-05,"[2.7539709, 0.049549367, 0.02630019, 0.9964484, 0.9990269]",0.049549367,0.9964484,0.02630019,0.9990269,1.9954753
0.00012194339,1.0437818e-06,0.00012298717,"[2.7375145, 0.044866536, 0.029337635, 0.99650156, 0.9989713]",0.044866536,0.99650156,0.029337635,0.9989713,1.9954729
3.6954603e-05,1.360216e-06,3.8314818e-05,"[2.8327491, 0.0513557, 0.032304365, 0.99706846, 0.99908]",0.0513557,0.99706846,0.032304365,0.99908,1.9961485
4.4326473e-05,9.851456e-07,4.531162e-05,"[2.9907947, 0.057352092, 0.042919844, 0.98904943, 0.9990257]",0.057352092,0.98904943,0.042919844,0.9990257,1.9880751
4.0230076e-05,1.4729679e-06,4.1703042e-05,"[2.6536717, 0.03311542, 0.03265466, 0.9971009, 0.99887013]",0.03311542,0.9971009,0.03265466,0.99887013,1.995971
1.0738902e-05,9.4311014e-07,1.1682013e-05,"[2.9585376, 0.061467975, 0.03462028, 0.99853617, 0.9991189]",0.061467975,0.99853617,0.03462028,0.9991189,1.9976552
5.0545954e-05,8.30754e-07,5.1376708e-05,"[2.9788108, 0.06325739, 0.034989018, 0.99743354, 0.9989133]",0.06325739,0.99743354,0.034989018,0.9989133,1.9963468
0.00018962876,6.33646e-07,0.0001902624,"[3.146877, 0.07250341, 0.043219764, 0.9903624, 0.9992829]",0.07250341,0.9903624,0.043219764,0.9992829,1.9896452
0.00041252686,1.0112905e-06,0.00041353816,"[3.0500605, 0.07208889, 0.034721587, 0.98296994, 0.99898577]",0.07208889,0.98296994,0.034721587,0.99898577,1.9819558
1.9971163e-05,9.100004e-07,2.0881163e-05,"[2.7959218, 0.044939402, 0.035235677, 0.9953058, 0.9988651]",0.044939402,0.9953058,0.035235677,0.9988651,1.9941709
0.00013057355,1.6856006e-06,0.00013225916,"[2.9297562, 0.052275438, 0.041341197, 0.9946651, 0.9989248]",0.052275438,0.9946651,0.041341197,0.9989248,1.9935899
0.00034301568,1.8760492e-06,0.00034489174,"[3.11057, 0.06411517, 0.048475474, 0.9857971, 0.9988662]",0.06411517,0.9857971,0.048475474,0.9988662,1.9846632
1.05920735e-05,9.776163e-07,1.1569689e-05,"[3.0591335, 0.06818788, 0.038203556, 0.99605405, 0.99916494]",0.06818788,0.99605405,0.038203556,0.99916494,1.995219
5.3630765e-06,7.9825656e-07,6.161333e-06,"[2.8726707, 0.046907064, 0.040573094, 0.9988518, 0.99901724]",0.046907064,0.9988518,0.040573094,0.99901724,1.997869
2.9959903e-05,9.123554e-07,3.087226e-05,"[2.8097496, 0.040005643, 0.04143583, 0.99613696, 0.99919796]",0.040005643,0.99613696,0.04143583,0.99919796,1.9953349
0.000110920766,7.5879933e-07,0.00011167957,"[2.6599145, 0.03348434, 0.033384494, 0.9921039, 0.9991222]",0.03348434,0.9921039,0.033384494,0.9991222,1.9912261
0.000104257444,7.291851e-07,0.000104986626,"[2.9033237, 0.050989926, 0.0409582, 0.9847356, 0.9991068]",0.050989926,0.9847356,0.0409582,0.9991068,1.9838424
1.1010326e-05,8.9106504e-07,1.190139e-05,"[2.8942974, 0.05182548, 0.037939616, 0.99759597, 0.9990504]",0.05182548,0.99759597,0.037939616,0.9990504,1.9966464
3.446262e-05,1.6730726e-06,3.6135694e-05,"[3.2178154, 0.08802801, 0.034473788, 0.9941181, 0.99867916]",0.08802801,0.9941181,0.034473788,0.99867916,1.9927973
0.00037814066,6.37133e-07,0.0003787778,"[3.0097294, 0.07420965, 0.029060863, 0.9776688, 0.9993552]",0.07420965,0.9776688,0.029060863,0.9993552,1.9770241
0.0010860114,1.2758474e-06,0.0010872872,"[2.6703305, 0.038611773, 0.03128466, 0.9722799, 0.99908626]",0.038611773,0.9722799,0.03128466,0.99908626,1.9713662
3.0205927e-05,1.883709e-06,3.2089636e-05,"[2.745756, 0.050943762, 0.024116278, 0.9960804, 0.99907523]",0.050943762,0.9960804,0.024116278,0.99907523,1.9951556
6.9609276e-05,8.756397e-07,7.0484915e-05,"[2.7452755, 0.047413465, 0.028254068, 0.98941624, 0.999184]",0.047413465,0.98941624,0.028254068,0.999184,1.9886003
0.00024555525,1.8767373e-06,0.00024743198,"[2.6569319, 0.043318927, 0.022999883, 0.99478215, 0.99896157]",0.043318927,0.99478215,0.022999883,0.99896157,1.9937437
0.00019908609,5.7716863e-07,0.00019966326,"[2.9816957, 0.05822615, 0.040783156, 0.99237055, 0.99923205]",0.05822615,0.99237055,0.040783156,0.99923205,1.9916027
0.0008662827,9.20866e-07,0.0008672035,"[3.1071, 0.067379415, 0.04699084, 0.9644222, 0.9989752]",0.067379415,0.9644222,0.04699084,0.9989752,1.9633975
